Forecast,Agent_4,Location_PARWANOO,SKU,Location_ERNAKULAM,Location_GHAZIABAD,Sales_MA_3,Agent_5,OpeningStock,Location_DEHRADUN,Receipts,Sales_MA_12,Agent_2,Agent_3,Key,Location_CHENNAI,Location_CHANDIGARH,Location_BANGALORE,Date,Location,Sales,Location_CALCUTTA,Location_KANPUR,SellingPrice,Sales_MA_6,Location_AHMEDABAD,Location_ZIRAKPUR,Location_DELHI,NetStock,Lagged_Sales,Agent_1,Division,Location_AMBALA,Location_HYDERABAD,Location_MUMBAI,Scheme End,Days of Discount,Discount (%),PROD A,PROD B,PROD C,PROD D,PROD E,AHMEDABAD,AMBALA,BANGALORE,CHANDIGARH,CHENNAI,DEHRADUN,DELHI,GHAZIABAD,HYDERABAD,KANPUR,KOCHI,KOLKATA,MUMBAI,PARWANOO,ZIRAKHPUR
60522,0,0,PROD B,0,0,60080.0,0,161538,0,110600,65040.0,0,0,38777CHENNAI AGENT 1PROD B,1,0,0,2006-03,CHENNAI,40080,0,0,5.4,67110.0,0,0,0,232058,80160.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
45878,0,0,PROD B,0,0,68820.0,0,231864,0,9600,67677.5,0,0,38808CHENNAI AGENT 1PROD B,1,0,0,2006-04,CHENNAI,86220,0,0,5.4,69726.66666666667,0,0,0,155244,40080.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
27782,0,0,PROD B,0,0,67453.33333333333,0,155244,0,48000,69730.83333333333,0,0,38838CHENNAI AGENT 1PROD B,1,0,0,2006-05,CHENNAI,76060,0,0,5.4,70186.33333333333,0,0,0,127184,86220.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
69166,0,0,PROD B,0,0,86726.66666666667,0,127184,0,48000,73264.16666666667,0,0,38869CHENNAI AGENT 1PROD B,1,0,0,2006-06,CHENNAI,97900,0,0,5.4,73403.33333333333,0,0,0,77284,76060.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
63130,0,0,PROD B,0,0,70446.66666666667,0,77284,0,3840,71871.66666666667,0,0,38899CHENNAI AGENT 1PROD B,1,0,0,2006-07,CHENNAI,37380,0,0,5.5,69633.33333333333,0,0,0,43744,97900.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
79078,0,0,PROD B,0,0,55853.333333333336,0,43744,0,29760,66841.66666666667,0,0,38930CHENNAI AGENT 1PROD B,1,0,0,2006-08,CHENNAI,32280,0,0,5.5,61653.333333333336,0,0,0,41224,37380.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
94108,0,0,PROD B,0,0,49820.0,0,41224,0,96000,67691.66666666667,0,0,38961CHENNAI AGENT 1PROD B,1,0,0,2006-09,CHENNAI,79800,0,0,5.5,68273.33333333333,0,0,0,57424,32280.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
110786,0,0,PROD B,0,0,47540.0,0,45664,0,36480,64360.0,0,0,38991CHENNAI AGENT 1PROD B,1,0,0,2006-10,CHENNAI,30540,0,0,5.5,58993.333333333336,0,0,0,51604,79800.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
132516,0,0,PROD B,0,0,53260.0,0,51604,0,74220,62371.5,0,0,39022CHENNAI AGENT 1PROD B,1,0,0,2006-11,CHENNAI,49440,0,0,5.67,54556.66666666666,0,0,0,76384,30540.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
152280,0,0,PROD B,0,0,50760.0,0,76340,0,60480,61846.66666666666,0,0,39052CHENNAI AGENT 1PROD B,1,0,0,2006-12,CHENNAI,72300,0,0,5.67,50290.0,0,0,0,64520,49440.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,40580.0,0,0,1,0,56846.66666666666,0,0,38078DEHRADUN AGENT 1PROD B,0,0,0,2004-04,DEHRADUN,0,0,0,8.419263456090652,44060.0,0,0,0,0,72300.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,24100.0,0,0,1,0,50166.66666666666,0,0,38108DEHRADUN AGENT 1PROD B,0,0,0,2004-05,DEHRADUN,0,0,0,8.419263456090652,38680.0,0,0,0,0,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,960.0,0,0,1,3360,47066.66666666666,0,0,38139DEHRADUN AGENT 1PROD B,0,0,0,2004-06,DEHRADUN,2880,0,0,8.419263456090652,25860.0,0,0,0,480,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,2400.0,0,480,1,4800,40241.66666666666,0,0,38169DEHRADUN AGENT 1PROD B,0,0,0,2004-07,DEHRADUN,4320,0,0,8.419263456090652,21490.0,0,0,0,960,2880.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,3040.0,0,960,1,2400,34063.333333333336,0,0,38200DEHRADUN AGENT 1PROD B,0,0,0,2004-08,DEHRADUN,1920,0,0,8.419263456090652,13570.0,0,0,0,1440,4320.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,5760.0,0,1440,1,9600,26825.0,0,0,38231DEHRADUN AGENT 1PROD B,0,0,0,2004-09,DEHRADUN,11040,0,0,8.419263456090652,3360.0,0,0,0,0,1920.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,7520.0,0,0,1,9600,24510.0,0,0,38261DEHRADUN AGENT 1PROD B,0,0,0,2004-10,DEHRADUN,9600,0,0,8.419263456090652,4960.0,0,0,0,0,11040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2261,0,0,PROD B,0,0,8480.0,0,0,1,10080,22220.0,0,0,38292DEHRADUN AGENT 1PROD B,0,0,0,2004-11,DEHRADUN,4800,0,0,8.419263456090652,5760.0,0,0,0,5280,9600.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4579,0,0,PROD B,0,0,8160.0,0,5280,1,4800,16410.0,0,0,38322DEHRADUN AGENT 1PROD B,0,0,0,2004-12,DEHRADUN,10080,0,0,8.419263456090652,6960.0,0,0,0,0,4800.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5675,0,0,PROD B,0,0,8800.0,0,0,1,12000,14825.0,0,0,38353DEHRADUN AGENT 1PROD B,0,0,0,2005-01,DEHRADUN,11520,0,0,8.419263456090652,8160.0,0,0,0,480,10080.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7036,0,0,PROD B,0,0,9760.0,0,480,1,7200,11345.0,0,0,38384DEHRADUN AGENT 1PROD B,0,0,0,2005-02,DEHRADUN,7680,0,0,8.419263456090652,9120.0,0,0,0,0,11520.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8782,0,0,PROD B,0,0,8480.0,0,0,1,14400,5840.0,0,0,38412DEHRADUN AGENT 1PROD B,0,0,0,2005-03,DEHRADUN,6240,0,0,8.419263456090652,8320.0,0,0,0,8160,7680.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7600,0,0,PROD B,0,0,8320.0,0,8160,1,9600,6760.0,0,0,38443DEHRADUN AGENT 1PROD B,0,0,0,2005-04,DEHRADUN,11040,0,0,8.419263456090652,8560.0,0,0,0,6720,6240.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
11774,0,0,PROD B,0,0,10880.0,0,6720,1,9600,8040.0,0,0,38473DEHRADUN AGENT 1PROD B,0,0,0,2005-05,DEHRADUN,15360,0,0,8.419263456090652,10320.0,0,0,0,960,11040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6795,0,0,PROD B,0,0,15520.0,0,960,1,19200,9480.0,0,0,38504DEHRADUN AGENT 1PROD B,0,0,0,2005-06,DEHRADUN,20160,0,0,8.419263456090652,12000.0,0,0,0,0,15360.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8059,0,0,PROD B,0,0,15040.0,0,0,1,9600,9920.0,0,0,38534DEHRADUN AGENT 1PROD B,0,0,0,2005-07,DEHRADUN,9600,0,0,8.419263456090652,11680.0,0,0,0,0,20160.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7805,0,0,PROD B,0,0,14720.0,0,0,1,18240,10960.0,0,0,38565DEHRADUN AGENT 1PROD B,0,0,0,2005-08,DEHRADUN,14400,0,0,8.419263456090652,12800.0,0,0,0,3840,9600.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8773,0,0,PROD B,0,0,11680.0,0,3840,1,12000,10960.0,0,0,38596DEHRADUN AGENT 1PROD B,0,0,0,2005-09,DEHRADUN,11040,0,0,8.419263456090652,13600.0,0,0,0,4800,14400.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9748,0,0,PROD B,0,0,16000.0,0,4800,1,53280,12040.0,0,0,38626DEHRADUN AGENT 1PROD B,0,0,0,2005-10,DEHRADUN,22560,0,0,8.419263456090652,15520.0,0,0,0,35520,11040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
10000,0,0,PROD B,0,0,15680.0,0,35520,1,2400,12760.0,0,0,38657DEHRADUN AGENT 1PROD B,0,0,0,2005-11,DEHRADUN,13440,0,0,8.419263456090652,15200.0,0,0,0,24480,22560.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
20000,0,0,PROD B,0,0,16960.0,0,14400,1,21600,13160.0,0,0,38687DEHRADUN AGENT 1PROD B,0,0,0,2005-12,DEHRADUN,14880,0,0,8.419263456090652,14320.0,0,0,0,21120,13440.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
10084,0,0,PROD B,0,0,14560.0,0,21120,1,12000,13480.0,0,0,38718DEHRADUN AGENT 1PROD B,0,0,0,2006-01,DEHRADUN,15360,0,0,8.419263456090652,15280.0,0,0,0,17760,14880.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9212,0,0,PROD B,0,0,15200.0,0,17760,1,4800,14120.0,0,0,38749DEHRADUN AGENT 1PROD B,0,0,0,2006-02,DEHRADUN,15360,0,0,8.419263456090652,15440.0,0,0,0,7200,15360.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
11999,0,0,PROD B,0,0,12640.0,0,7200,1,14400,14200.0,0,0,38777DEHRADUN AGENT 1PROD B,0,0,0,2006-03,DEHRADUN,7200,0,0,8.419263456090652,14800.0,0,0,0,14400,15360.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8232,0,0,PROD B,0,0,14720.0,0,14400,1,19200,15080.0,0,0,38808DEHRADUN AGENT 1PROD B,0,0,0,2006-04,DEHRADUN,21600,0,0,8.419263456090652,14640.0,0,0,0,12000,7200.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
12178,0,0,PROD B,0,0,16320.0,0,12000,1,24000,15480.0,0,0,38838DEHRADUN AGENT 1PROD B,0,0,0,2006-05,DEHRADUN,20160,0,0,8.419263456090652,15760.0,0,0,0,15840,21600.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
19132,0,0,PROD B,0,0,19200.0,0,15840,1,0,15120.0,0,0,38869DEHRADUN AGENT 1PROD B,0,0,0,2006-06,DEHRADUN,15840,0,0,8.419263456090652,15920.0,0,0,0,0,20160.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
14728,0,0,PROD B,0,0,20160.0,0,0,1,40800,16360.0,0,0,38899DEHRADUN AGENT 1PROD B,0,0,0,2006-07,DEHRADUN,24480,0,0,8.419263456090652,17440.0,0,0,0,16320,15840.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
31244,0,0,PROD B,0,0,21120.0,0,16320,1,40800,17080.0,0,0,38930DEHRADUN AGENT 1PROD B,0,0,0,2006-08,DEHRADUN,23040,0,0,8.419263456090652,18720.0,0,0,0,34080,24480.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
22777,0,0,PROD B,0,0,23040.0,0,34080,1,55680,17960.0,0,0,38961DEHRADUN AGENT 1PROD B,0,0,0,2006-09,DEHRADUN,21600,0,0,8.419263456090652,21120.0,0,0,0,68160,23040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3160,0,0,PROD B,0,0,23200.0,0,26880,1,10080,18160.0,0,0,38991DEHRADUN AGENT 1PROD B,0,0,0,2006-10,DEHRADUN,24960,0,0,5.5,21680.0,0,0,0,12000,21600.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
23116,0,0,PROD B,0,0,21120.0,0,12000,1,4800,18440.0,0,0,39022DEHRADUN AGENT 1PROD B,0,0,0,2006-11,DEHRADUN,16800,0,0,5.67,21120.0,0,0,0,0,24960.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
22857,0,0,PROD B,0,0,21600.0,0,0,1,34080,19120.0,0,0,39052DEHRADUN AGENT 1PROD B,0,0,0,2006-12,DEHRADUN,23040,0,0,5.67,22320.0,0,0,0,11040,16800.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,0,0,28480.0,0,0,0,65280,21640.0,0,0,38047DELHI AGENT 1PROD B,0,0,0,2004-03,DELHI,45600,0,0,8.419263456090652,25840.0,0,0,1,19680,23040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
46080,0,0,PROD B,0,0,57600.0,0,19680,0,94560,29040.0,0,0,38078DELHI AGENT 1PROD B,0,0,0,2004-04,DELHI,104160,0,0,8.419263456090652,39360.0,0,0,1,10080,45600.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
133486,0,0,PROD B,0,0,85280.0,0,0,0,192480,37280.0,0,0,38108DELHI AGENT 1PROD B,0,0,0,2004-05,DELHI,106080,0,0,8.419263456090652,53440.0,0,0,1,86400,104160.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
223946,0,0,PROD B,0,0,122720.0,0,68640,0,93600,48640.0,0,0,38139DELHI AGENT 1PROD B,0,0,0,2004-06,DELHI,157920,0,0,5.34,75600.0,0,0,1,4320,106080.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
415750,0,0,PROD B,0,0,171680.0,0,0,0,291840,67880.0,0,0,38169DELHI AGENT 1PROD B,0,0,0,2004-07,DELHI,251040,0,0,5.34,114640.0,0,0,1,40800,157920.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
215674,0,0,PROD B,0,0,199520.0,0,15360,0,177120,82360.0,0,0,38200DELHI AGENT 1PROD B,0,0,0,2004-08,DELHI,189600,0,0,5.4,142400.0,0,0,1,2880,251040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
182136,0,0,PROD B,0,0,262880.0,0,480,0,385920,109320.0,0,0,38231DELHI AGENT 1PROD B,0,0,0,2004-09,DELHI,348000,0,0,8.419263456090652,192800.0,0,0,1,38400,189600.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
195758,0,0,PROD B,0,0,316000.0,0,0,0,456960,141600.0,0,0,38261DELHI AGENT 1PROD B,0,0,0,2004-10,DELHI,410400,0,0,5.4,243840.0,0,0,1,46560,348000.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
192160,0,0,PROD B,0,0,296960.0,0,960,0,275040,150840.0,0,0,38292DELHI AGENT 1PROD B,0,0,0,2004-11,DELHI,132480,0,0,8.419263456090652,248240.0,0,0,1,143520,410400.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
201731,0,0,PROD B,0,0,221760.0,0,133440,0,79200,158960.0,0,0,38322DELHI AGENT 1PROD B,0,0,0,2004-12,DELHI,122400,0,0,5.4,242320.0,0,0,1,90240,132480.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
268306,0,0,PROD B,0,0,133600.0,0,85440,0,160800,169720.0,0,0,38353DELHI AGENT 1PROD B,0,0,0,2005-01,DELHI,145920,0,0,5.4,224800.0,0,0,1,100320,122400.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
238593,0,0,PROD B,0,0,167200.0,0,88320,0,216000,187240.0,0,0,38384DELHI AGENT 1PROD B,0,0,0,2005-02,DELHI,233280,0,0,8.419263456090652,232080.0,0,0,1,71040,145920.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
133009,0,0,PROD B,0,0,167840.0,0,63840,0,161760,193800.0,0,0,38412DELHI AGENT 1PROD B,0,0,0,2005-03,DELHI,124320,0,0,5.4,194800.0,0,0,1,101280,233280.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
205074,0,0,PROD B,0,0,204960.0,0,86880,0,180960,206560.0,0,0,38443DELHI AGENT 1PROD B,0,0,0,2005-04,DELHI,257280,0,0,8.419263456090652,169280.0,0,0,1,10560,124320.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
232695,0,0,PROD B,0,0,200480.0,0,960,0,273600,216040.0,0,0,38473DELHI AGENT 1PROD B,0,0,0,2005-05,DELHI,219840,0,0,5.4,183840.0,0,0,1,54720,257280.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
223368,0,0,PROD B,0,0,253600.0,0,45120,0,276960,226520.0,0,0,38504DELHI AGENT 1PROD B,0,0,0,2005-06,DELHI,283680,0,0,5.4,210720.0,0,0,1,38400,219840.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
275595,0,0,PROD B,0,0,280480.0,0,9600,0,342240,233760.0,0,0,38534DELHI AGENT 1PROD B,0,0,0,2005-07,DELHI,337920,0,0,5.4,242720.0,0,0,1,13920,283680.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
254416,0,0,PROD B,0,0,282880.0,0,4320,0,245280,236880.0,0,0,38565DELHI AGENT 1PROD B,0,0,0,2005-08,DELHI,227040,0,0,5.4,241680.0,0,0,1,22560,337920.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
433481,0,0,PROD B,0,0,285280.0,0,4320,0,312480,232120.0,0,0,38596DELHI AGENT 1PROD B,0,0,0,2005-09,DELHI,290880,0,0,5.4,269440.0,0,0,1,25920,227040.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
414678,0,0,PROD B,0,0,305440.0,0,9600,0,527520,231120.0,0,0,38626DELHI AGENT 1PROD B,0,0,0,2005-10,DELHI,398400,0,0,5.4,292960.0,0,0,1,138720,290880.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
287000,0,0,PROD B,0,0,316000.0,0,119520,0,149760,241640.0,0,0,38657DELHI AGENT 1PROD B,0,0,0,2005-11,DELHI,258720,0,0,5.4,299440.0,0,0,1,10560,398400.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
325000,0,0,PROD B,0,0,300000.0,0,8160,0,344640,251680.0,0,0,38687DELHI AGENT 1PROD B,0,0,0,2005-12,DELHI,242880,0,0,5.4,292640.0,0,0,1,109920,258720.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
306082,0,0,PROD B,0,0,235360.0,0,88320,0,233760,256560.0,0,0,38718DELHI AGENT 1PROD B,0,0,0,2006-01,DELHI,204480,0,0,5.4,270400.0,0,0,1,117600,242880.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
354015,0,0,PROD B,0,0,207680.0,0,104160,0,332160,251760.0,0,0,38749DELHI AGENT 1PROD B,0,0,0,2006-02,DELHI,175680,0,0,5.4,261840.0,0,0,1,260640,204480.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
190540,0,0,PROD B,0,0,190080.0,0,260640,0,151200,257240.0,0,0,38777DELHI AGENT 1PROD B,0,0,0,2006-03,DELHI,190080,0,0,5.4,245040.0,0,0,1,221760,175680.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
287157,0,0,PROD B,0,0,223200.0,0,207360,0,179040,261120.0,0,0,38808DELHI AGENT 1PROD B,0,0,0,2006-04,DELHI,303840,0,0,5.4,229280.0,0,0,1,82560,190080.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
233933,0,0,PROD B,0,0,279520.0,0,75360,0,428160,271520.0,0,0,38838DELHI AGENT 1PROD B,0,0,0,2006-05,DELHI,344640,0,0,5.4,243600.0,0,0,1,158880,303840.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
405145,0,0,PROD B,0,0,362080.0,0,158880,0,278880,284360.0,0,0,38869DELHI AGENT 1PROD B,0,0,0,2006-06,DELHI,437760,0,0,5.4,276080.0,0,0,1,0,344640.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
371096,0,0,PROD B,0,0,380960.0,0,0,0,365280,286240.0,0,0,38899DELHI AGENT 1PROD B,0,0,0,2006-07,DELHI,360480,0,0,5.5,302080.0,0,0,1,4800,437760.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
382388,0,0,PROD B,0,0,384800.0,0,4800,0,441600,297000.0,0,0,38930DELHI AGENT 1PROD B,0,0,0,2006-08,DELHI,356160,0,0,8.419263456090652,332160.0,0,0,1,90240,360480.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
487130,0,0,PROD B,0,0,348480.0,0,89760,0,363840,300160.0,0,0,38961DELHI AGENT 1PROD B,0,0,0,2006-09,DELHI,328800,0,0,5.5,355280.0,0,0,1,124800,356160.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
519808,0,0,PROD B,0,0,355200.0,0,96000,0,304320,298680.0,0,0,38991DELHI AGENT 1PROD B,0,0,0,2006-10,DELHI,380640,0,0,5.5,368080.0,0,0,1,19680,328800.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
409145,0,0,PROD B,0,0,344960.0,0,19680,0,340800,304240.0,0,0,39022DELHI AGENT 1PROD B,0,0,0,2006-11,DELHI,325440,0,0,5.67,364880.0,0,0,1,35040,380640.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
373799,0,0,PROD B,0,0,312160.0,0,35040,0,270240,303200.0,0,0,39052DELHI AGENT 1PROD B,0,0,0,2006-12,DELHI,230400,0,0,5.67,330320.0,0,0,1,74880,325440.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,185280.0,0,0,0,0,286160.0,0,0,38078ERNAKULAM AGENT 1PROD B,0,0,0,2004-04,ERNAKULAM,0,0,0,8.419263456090652,270240.0,0,0,0,0,230400.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,76800.0,0,0,0,0,271520.0,0,0,38108ERNAKULAM AGENT 1PROD B,0,0,0,2004-05,ERNAKULAM,0,0,0,8.419263456090652,210880.0,0,0,0,0,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,0,0,0,255680.0,0,0,38139ERNAKULAM AGENT 1PROD B,0,0,0,2004-06,ERNAKULAM,0,0,0,8.419263456090652,156080.0,0,0,0,0,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,0,0,0,230360.0,0,0,38169ERNAKULAM AGENT 1PROD B,0,0,0,2004-07,ERNAKULAM,0,0,0,8.419263456090652,92640.0,0,0,0,0,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,0,0,0,201640.0,0,0,38200ERNAKULAM AGENT 1PROD B,0,0,0,2004-08,ERNAKULAM,0,0,0,8.419263456090652,38400.0,0,0,0,0,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,0,0,0,165160.0,0,0,38231ERNAKULAM AGENT 1PROD B,0,0,0,2004-09,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,0,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,0,0,1440,135120.0,0,0,38261ERNAKULAM AGENT 1PROD B,0,0,0,2004-10,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,1440,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,1440,0,0,105440.0,0,0,38292ERNAKULAM AGENT 1PROD B,0,0,0,2004-11,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,1440,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,1440,0,0,78040.0,0,0,38322ERNAKULAM AGENT 1PROD B,0,0,0,2004-12,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,1440,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,1440,0,0,46320.0,0,0,38353ERNAKULAM AGENT 1PROD B,0,0,0,2005-01,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,1440,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,1440,0,0,19200.0,0,0,38384ERNAKULAM AGENT 1PROD B,0,0,0,2005-02,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,1440,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,0.0,0,1440,0,0,0.0,0,0,38412ERNAKULAM AGENT 1PROD B,0,0,0,2005-03,ERNAKULAM,0,0,0,8.419263456090652,0.0,0,0,0,1440,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,PROD B,1,0,2620.0,0,1440,0,9600,655.0,0,0,38443ERNAKULAM AGENT 1PROD B,0,0,0,2005-04,ERNAKULAM,7860,0,0,8.419263456090652,1310.0,0,0,0,3180,0.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5700,0,0,PROD B,1,0,9850.0,0,3180,0,29280,2462.5,0,0,38473ERNAKULAM AGENT 1PROD B,0,0,0,2005-05,ERNAKULAM,21690,0,0,8.419263456090652,4925.0,0,0,0,10770,7860.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9052,0,0,PROD B,1,0,15040.0,0,10770,0,4800,3760.0,0,0,38504ERNAKULAM AGENT 1PROD B,0,0,0,2005-06,ERNAKULAM,15570,0,0,5.4,7520.0,0,0,0,0,21690.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9754,0,0,PROD B,1,0,16450.0,0,0,0,12480,4767.5,0,0,38534ERNAKULAM AGENT 1PROD B,0,0,0,2005-07,ERNAKULAM,12090,0,0,8.419263456090652,9535.0,0,0,0,390,15570.0,1,CPMNT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
